id,mst,ten_nnt,dia_chi,cqt
517,3200711905,"Công Ty TNHH Đầu Tư Thương Mại Tổng Hợp Bảo Sơn","Số 25 đường Nguyễn Chí Thanh, Khu phố 6, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
518,3200711912,"Công Ty TNHH Đầu Tư Thương Mại Tổng Hợp Hoàng Lam","Khu phố 8, Phường 3, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
519,3200712017,"Công Ty Cổ Phần Đầu Tư Xây Dựng Hoàng Anh Quảng Trị","Số 141 đường 2 tháng 4, khu phố, Thị trấn Gio Linh, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
520,3200712144,"Công Ty TNHH MTV Thế Thony","Phường An Đôn, Khu phố 3, Phường An Đôn, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
521,3200712761,"Công Ty TNHH MTV Đầu Tư Thương Mại Tổng Hợp Hà Vy","155/26 Lê Duẩn, Khu phố 5, Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
522,3200712923,"Công Ty Cổ Phần Gỗ Ngân Hà Gtn","Thôn Tân Phước, Xã Hải Lâm, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
523,3200477797-001,"Văn Phòng Đại Diện Công Ty TNHH cCs Mukdahan - Trung Tâm Trưng Bày Và Hỗ Trợ Đại Lý M","Số 10 Hai Bà Trưng, Khu phố 2, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
524,3200098358,"Công An Tỉnh Quảng Trị","55 Quốc lộ 9, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
525,3200098407,"Bộ CHỉ huy Bộ Đội Biên Phòng Tỉnh Quảng Trị","323 Hùng Vương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
526,3200144011,"Bộ Chỉ Huy Quân Sự Tỉnh Quảng Trị","Thị xã Đông hà, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
527,3200135560,"Sở Giáo Dục Đào Tạo Quảng Trị","136 Quốc lộ 9, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
528,3200098238,"Sở Giao Thông Vận Tải Quảng Trị","73 Quốc lộ 9, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
529,3200152439,"Ban Quản Lý Cảng Cá  Quảng Trị","Thị trấn cửa Tùng, Thị trấn Cửa Tùng, Huyện Vĩnh Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
530,3200193611,"Trường Trung Cấp Nghề Giao Thông Vận Tải Quảng Trị","49 Lý thường kiệt, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
531,3200040767,"Trung Tâm KHoa học Lâm Nghiệp Bắc Trung Bộ","273 Đường Lê Duẫn, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
532,3200144540,"Hội Nhà Báo Quảng Trị","311 Hùng Vương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
533,3200131728,"Trung Tâm Kỹ Thuật Tài Nguyên Và Môi Trường","236 Hùng Vương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
534,3200197574,"TrunG Tâm Dịch Vụ Bán Đấu giá Tài Sản Quảng Trị","Đường 9D, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
536,3200261251,"Bệnh Viện Mắt Quảng Trị","309 Hùng Vương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
537,3200262544,"Trung Tâm Dịch Vụ Việc Làm Quảng Trị","34 Tôn Thất Thuyết, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
538,3200275430,"Trung Tâm Kiểm Soát Bệnh TậT tỉnh Quảng Trị","Đường Hoàng Diệu, Phường Đông Giang, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
539,3200284964,"Trung Tâm Quan Trắc Tài Nguyên Và Môi Trường","Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
540,3200386370,"Ban Quản Lý Dự Án Đầu Tư Xây Dựng Khu Kinh Tế","91 Lê Duẩn, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
541,3200393931,"Phân Hiệu Đại Học Huế Tại Quảng Trị","Đường Điện Biên Phủ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
542,3200456370,"Trung Tâm Khuyến Công Và Tư Vấn PháT triển Công Nghiệp","62B Nguyễn Huệ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
543,3200221040-001,"Trung Tâm Đào Tạo Tư Vấn PháT triểN Nông nghiệp Nông Thôn Quảng Trị","Quốc lộ 1A, Xã Gio Quang, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
544,0400370654-002,"Đài Khí Tượng Thủy Văn Tỉnh Quảng Trị","Đường Lê Thánh Tông Khu phố 8, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
545,3200513526,"Trường Mầm Non Sao Mai","02 Đường Trần Đại Nghĩa, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
546,0100686174-337,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh Lao Bảo Quảng Trị","Số 05 Đường Lý Thường Kiệt, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
547,0100686174-342,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh Huyện Đa Krông Quảng Trị","Km 41 Quốc Lộ 9, Thị trấn Krông Klang, Huyện Đa Krông, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
548,0100686174-343,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh Huyện Triệu Phong Quảng Trị","Số 14 Đường Nguyễn Hoàng, Thị trấn ái Tử, Huyện Triệu Phong, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
549,0100686174-336,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh Thị Xã Quảng Trị","Số 297 Đường Trần Hưng Đạo, Phường 2, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
550,0100686174-338,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh  Huyện Hướng Hóa Quảng Trị","Km 63 Quốc Lộ 9, Thị trấn Khe Sanh, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
551,0100686174-339,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh Huyện Cam Lộ Quảng Trị","Km 12 Quốc Lộ 9, Thị trấn Cam Lộ, Huyện Cam Lộ, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
552,0100686174-344,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh Huyện Hải Lăng Quảng Trị","Số 01 Đường Hùng Vương, Thị trấn Diên Sanh, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
553,0100686174-340,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh Huyện Vĩnh Linh Quảng Trị","Đường Hùng Vương, Thị trấn Hồ Xá, Huyện Vĩnh Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
554,0100686174-341,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh Huyện Gio Linh Quảng Trị","Quốc Lộ 1A, Thị trấn Gio Linh, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
555,0100686174-345,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam - Chi Nhánh Thành Phố Đông Hà Quảng Trị","Số 225 Đường Hùng Vương, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
556,0100686174-187,"Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam Chi Nhánh Tỉnh Quảng Trị","Số 01 đường Lê Quý Đôn, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
557,3200600578,"Trại Tạm GiAm Công an Tỉnh Quảng Trị","Khu phố 1, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
558,3200610382,"Trung Tâm Quy Hoạch Và Kiểm Định Xây Dựng Trực Thuộc Sở Xây Dựng","71 Ngô Quyền, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
560,3200631600,"Phòng Cảnh Sát Cơ Động","Km2 Quốc lộ 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
561,3200639462,"Trung Tâm Đào Tạo Và Sát Hạch Lái Xe Quảng Trị","Đường Điện Biên Phủ, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
562,3200642747,"Đoàn Kinh Tế Quốc Phòng 337","Km 17 Đường Hồ Chí Minh, Xã Hướng Phùng, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
564,3200711077,"Công Ty TNHH Thương Mại Dịch Vụ New City","Số 95 Quốc Lộ 9B, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
565,3200042637-001,"Chi Nhánh Hiệu Thuốc Hướng Hóa","Số 249 đường Lê Duẩn, Thị trấn Khe Sanh, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
566,3200042637,"Công Ty Cổ Phần Dược Vật Tư Y Tế Quảng Trị","Số 185 Lê Duẩn, Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
567,3200115130,"Công Ty TNHH  Dược Phẩm Hoàng Đức","Số 129 Lê Thế Hiếu, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
568,3200467615,"Công Ty TNHH Thương Mại Dịch Vụ & Dược Phẩm Lạc Hồng","Số 51 Quốc lộ 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
569,3200560734,"Công Ty TNHH MTV Trương Hoàng Kim","Số 645 Lê Duẩn, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
570,3200567634,"Công Ty TNHH MTV Việt Khải Hưng","Số 19 Nguyễn Công Trứ, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
571,3200572176,"Công Ty TNHH MTV Hòa Phát Đông Hà","Số 373 Lê Duẩn, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
572,3200574085,"Công Ty TNHH MTV Sao Kim Thailand","Số 75A Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
573,3200578989,"Công Ty TNHH MTV Toàn Phú Lợi","Tầng 2, số nhà 53 Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
574,3200583636,"Công Ty TNHH MTV An Bình Phú Thịnh","Khu phố 3, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
575,3200592648,"Công Ty TNHH MTV Lb Phú Trọng","Khóm Trung Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
576,3200592704,"Công Ty TNHH MTV Việt Hùng Quân","Số 146 Quốc lộ 1A, Phường Đông Thanh, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
577,3200593602,"Công Ty TNHH MTV Thương Mại Đầu Tư Liên Quân","Số 19 Lê Quý Đôn, Khóm An Hà, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
578,3200593842,"Công Ty TNHH Song Thảo Anh","Số 61B Hải Triều, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
579,3200594116,"Công Ty TNHH Hai Thành Viên Dohaimex","17 Nguyễn Hoàng, Khu phố Vĩnh Phước, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
580,3200611932,"Công Ty TNHH MTV Gia Hân Quảng Trị","Số 30 Chu Mạnh Trinh, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
581,3200615609,"Công Ty TNHH Thương Mại Hiếu Phát Quảng Trị","Khu phố 3, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
582,3200616144,"Công Ty TNHH MTV Sao Mộc Kim","Khu phố 6, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
583,3200638236,"Công Ty TNHH MTV Thương Mại Và Dịch Vụ Hiệp Hưng Thịnh","Số nhà 213 Đường Hàm Nghi, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
584,3200639938,"Công Ty Cổ Phần Dược Liệu Kfc","Số 139 Quốc lộ 1A, Phường Đông Thanh, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
585,3200642144,"Công Ty Cổ Phần Phát Đạt Miền Trung","Khu phố 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
586,3200642320,"Công Ty TNHH MTV Thương Mại Và Dịch Vụ Ngọc Ngân","Số 76A Lê Thế Hiếu, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
587,3200642641,"Công Ty Cổ Phần Nội Thất Miền Trung","Khu Công nghiệp Nam Đông Hà, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
588,3200642666,"Công Ty TNHH Thuận Thành Quảng Trị","Đội 1, Thôn Như Lệ, Xã Hải Lệ, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
589,3200657253,"Công Ty TNHH Cấp Cứu Vận Chuyển Người Bệnh 115 Quảng Trị","Số 122 Lý Thường Kiệt, Khu phố 1, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
590,3200657704,"Công Ty TNHH MTV Ngọc Hân Lao Bảo","Số 178 Quốc lộ 9, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
591,3200657937,"Công Ty Cổ Phần Vật Liệu Xây Dựng Trọng Tâm","Số 49 Lý Thường Kiệt, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
592,3200658063,"Công Ty TNHH Lộc Thịnh Quảng Trị","Số 33 Lê Quý Đôn, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
593,3200659853,"Công Ty TNHH Thương Mại Và Dịch Vụ Sport Dream Đinh Thành","19/2 - Lê Lợi, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
594,3200661210,"Công Ty TNHH Công Nhất QT","Thôn Tà Puồng, Xã Hướng Việt, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
595,3200661771,"Công Ty TNHH MTV Hà Tuấn Lan","17/165 Đường Lê Lợi, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
596,3200667163,"Công Ty TNHH MTV Phước Thiện An","211 Nguyễn Du, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
597,3200667519,"Công Ty TNHH MTV Thương Mại Và Xây Dựng Gia Việt","Đường Triệu Việt Vương, Khu phố Đại Áng, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
598,3200677309,"Công Ty TNHH Nhiên Thảo Quảng Trị","142 Võ Nguyên Giáp, Khu phố 7, Thị trấn Gio Linh, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
599,3200684377,"Công Ty Cổ Phần Kính Cường Lực Quảng Trị","Số 633 Lê Duẩn, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
600,3200685740,"Công Ty TNHH Đại Minh Quảng Trị","Khu phố 3, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
601,3200686991,"Công Ty TNHH MTV Kiến Tạo Quảng Trị","Khu phố 3, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
602,3200688861,"Công Ty TNHH MTV 99 Bảo Ngọc","Số 99 Nguyễn Bỉnh Khiêm, Khu phố 6, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
603,3200698355,"Công Ty TNHH MTV Thiên Thanh Quảng Trị","Km 38, Quốc lộ 9, Xã Hướng Hiệp, Huyện Đa Krông, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
604,3200700678,"Công Ty Cổ Phần Đầu Tư Và Phát Triển Tâm Xanh","06 Ngô Quyền, Thị trấn Hải Lăng (hết hiệu lực), Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
605,0315275368-012,"Công Ty Cổ Phần Dược Phẩm FPT Long Châu - Nhà Thuốc Long Châu 88","379-381 Hai Bà Trưng, Phường 08, Phường 08 (hết hiệu lực), Quận 3,",Cục Thuế tỉnh Quảng Trị
606,3200706655,"Công Ty TNHH Asean Enterprise","46 Trần Phú, Phường 3, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
607,3200706990,"Công Ty Cổ Phần Thương Mại Phúc Sơn Group","Số 05 Nguyễn Công Trứ, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
608,3200707070,"Công Ty Cổ Phần Đầu Tư Và Tiếp Vận Tín Nghĩa","Thôn Lương Lễ, Xã Tân Hợp, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
609,3200706743,"Công Ty Cổ Phần Đầu Tư Vĩnh Linh","Nguyễn Lương Bằng, Khóm 9, Thị trấn Hồ Xá, Huyện Vĩnh Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
610,3200706729,"Công Ty Cổ Phần Thương Mại Đầu Tư Đức Tú","Thôn Xa Lăng, Xã Đa Krông, Huyện Đa Krông, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
611,3200707271,"Công Ty TNHH Năng Lượng Tái Tạo Quảng Trị","101C Nguyễn Trãi, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
612,3200707306,"Công Ty TNHH 68 Khánh Ngân","170 Lê Thế Tiết, Khóm Cao Việt, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
613,3200707338,"Công Ty TNHH MTV Thành Liên Quảng Trị","37 Ông ích Khiêm, Khu phố 1, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
614,3200707391,"Công Ty TNHH Khe Mây","146/1 Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
615,0315275368-055,"Công Ty Cổ Phần Dược Phẩm FPT Long Châu - Nhà Thuốc Long Châu 176","379-381 Hai Bà Trưng, Phường 08 (hết hiệu lực), Quận 3,",Cục Thuế tỉnh Quảng Trị
616,0316031131-009,"Chi Nhánh Công Ty Cổ Phần Cà Phê Ông Bầu","Đường Lê Hồng Phong, Khu phố 3, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
617,1101550146-017,"Địa Điểm Kinh Doanh - Chi Nhánh  Hưng Yên - Công Ty Cổ Phần Anova Feed","Đường A2, Khu A, Khu công nghiệp Phố Nối A, Xã Lạc Hồng, Huyện Văn Lâm,",Cục Thuế tỉnh Quảng Trị
618,3200041094,"Công Ty Cổ Phần Khách Sạn Du Lịch Công Đoàn Quảng Trị","Số 04 Lê Lợi, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
619,3200193121,"Công Ty TNHH Minh Anh","Số 02 Duy Tân, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
620,3200234057,"Công Ty TNHH Phương Thảo","K3 Khu công nghiệp Nam Đông Hà, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
621,3200290485,"Công Ty TNHH Sản Xuất Thương Mại Và Dịch Vụ Nam Cảnh","Khu phố 9, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
622,3200293493,"Công Ty TNHH MTV Hòa Hiếu","Số 77 - Quốc lộ 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
623,3200307629,"Công Ty TNHH MTV Tsk","Khóm Trung Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
624,3200305082,"Công Ty TNHH MTV Ak Anh Khoa","Khu phố 1, Phường Đông Giang, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
625,3200309288,"Công Ty TNHH MTV Sản Xuất - Thương Mại Đại Sự","Số 230 Quốc lộ 9, Khu phố 4, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
626,3200310540,"Công Ty TNHH MTV Quảng Cáo Ngọc ánh","Số 77A Đặng Dung, Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
627,3200346018,"Công Ty TNHH Hoàng Anh Dhs","Số 75 đường Đặng Dung, Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
628,3200332840,"Công Ty TNHH Hùng Long","296 Lê Duẩn, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
629,3200360703,"Công Ty TNHH MTV Minh Sơn","Số 145B quốc lộ 9, Khu phố 5, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
630,3200392127,"Công Ty TNHH MTV Bảo Trâm","Số 8/4 Đoàn Thị Điểm, Phường đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
631,0306230988-016,"Văn Phòng Đại Diện Công Ty Cổ Phần Thẩm Định Giá E Xim Tại Tỉnh Quảng Trị","Đường Trần Nhật Duật, Khu phố Tây Trì, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
632,0401376024-003,"Văn Phòng Đại Diện Công Ty Cổ Phần Cơ Điện Và Pccc Sao Việt Tại Quảng Trị","280B, Phường Chính Gián, Quận Thanh Khê,",Cục Thuế tỉnh Quảng Trị
633,0105763464-012,"Văn Phòng Đại Diện Công Ty Cổ Phần Thẩm Định Giá Btcvalue Tại Quảng Trị","113 Đường Lê Thế Hiếu, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
634,0101377404-006,"Văn Phòng Đại Diện Công Ty Cổ Phần Xuất Khẩu Lao Động Và Thương Mại Du Lịch Tại Quảng Trị","Thôn Tân Xuân, Xã Gio Việt, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
635,0101104372-051,"Công Ty TNHH Kerry Express (Việt Nam) - Văn Phòng Đại Diện Quảng Trị","Số 555 Lê Duẩn, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
636,0105758048-003,"Công Ty Cổ Phần Thương Mại Tam Quy - Văn Phòng Đại Diện Tại Tỉnh Quảng Trị","Số 179 đường Lý Thường Kiệt, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
637,4201582789-001,"Văn Phòng Đại Diện Công Ty Cổ Phần Thức Ăn Chăn Nuôi Khatoco Tại Quảng Trị","Số 258 Điện Biên Phủ, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
638,0312803588-023,"Công Ty Cổ Phần Đầu Tư Thương Mại Phát Triển Nhất Tín Văn Phòng Đại Diện Quảng Trị","Số 34 đường Bùi Thị Xuân, Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
639,3200631128,"Công Ty Cổ Phần Phát Triển Công Nghệ Mới Thl","Số 25 Lê Thế Hiếu, Khu phố 8, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
640,3200639504,"Công Ty TNHH Sinh Học Miền Trung","Số 141 Hàm Nghi, Khu phố 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
641,5800268460-008,"Văn Phòng Đại Diện Công Ty TNHH Xuất Nhập Khẩu Khoáng Sản Duy Tân","Số 214 đường Lê Duẩn, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
642,0106879528-002,"Văn Phòng Đại Diện Công Ty Cổ Phần Giám Định Và Thẩm Định Giá Phương Đông Tại Quảng Trị","Số 21 Nguyễn Gia Thiều, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
643,0106103598-010,"Văn Phòng Đại Diện Công Ty Cổ Phần Glc Việt Nam - Tại Quảng Trị","Thôn Hòa Bình, Xã Vĩnh Long, Huyện Vĩnh Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
