ID,MST,Ten_NNT,Dia_chi,CQT
1234,3200256188,Công ty Cổ phần kỹ thuật hạ tầng năng lượng 711,"20 Nguyễn Tri Phương, Khu Phố 3, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1235,3200266732,Công ty Cổ phần Thủy điện Đakrông,"Thôn Xa Lăng, xã Đa Krông, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1236,3200573934,Công ty TNHH Một thành viên Phong Điện Ubi Quảng Trị,"Thôn Mới, xã Hướng Linh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1237,3200608577,Công ty Cổ phần Năng lượng Quảng Trị,"Số 08 đường Thân Nhân Trung, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1238,3100405534-003,Chi nhánh Công ty Cổ phần Thủy điện Trường Sơn tại Quảng Trị,"ThônPahy, xã Tà Long, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1239,3200622959,Công ty Cổ phần Thủy điện Bản Mới,"Thôn Xa Lăng, xã Đa Krông, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1240,0107884601,Công ty Cổ phần Thủy điện Lộc Nam,"Số nhà 25, Đường Thanh Tịnh, Khu phố 2, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1241,0400599162-003,Chi nhánh Công ty Cổ phần Đầu tư Điện Lực 3 tại Quảng Trị,"Thôn Húc Nghì, xã Húc Nghì, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1242,3200643525,Công ty Cổ phần Seco,"Thôn Nhĩ Hạ, xã Gio Hải, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1243,3100317359-001,Chi nhánh Công ty Cổ phần Tổng Công ty Tân Hoàn Cầu tại Quảng Trị,"Số 291 Quốc lộ 9, phường 3, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1244,3200643701,Công ty Cổ phần Khai Thác Năng lượng Quảng Trị,"Km 72, Quốc lộ 9, xã Tân Long, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1245,3200646413,Công ty Cổ phần Điện gió Hướng Linh 3,"Thôn Cooc, xã Hướng Linh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1246,3200649453,Công ty Cổ phần Điện gió Hướng Linh 4,"Thôn Cooc, xã Hướng Linh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1247,3200655224,Công ty Cổ phần Điện gió Hướng Linh 5,"Thôn Cooc, xã Hướng Linh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1248,3200677549,Công ty Trách nhiệm hữu hạn Điện gió Hướng Phùng,"Số 03, Nguyễn Viết Xuân, thị trấn Khe Sanh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1249,3200679472,Công ty Cổ phần Điện gió HLP Quảng Trị,"Số 190 Lê Duẩn, thị trấn Khe Sanh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1250,3200684803,Công ty TNHH Đầu tư Hướng Sơn,"Thôn Ta Liêng, xã Đa Krông, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1251,3200685620,Công ty TNHH Năng lượng Gelex Quảng Trị,"Thôn Xa Bai, xã Hướng Linh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1252,3200688847,Công ty Cổ phần Điện gió Liên Lập,"Thôn Của, xã Hướng Tân, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1253,3200688815,Công ty Cổ phần Điện gió Hướng Tân,"Thôn Của, xã Hướng Tân, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1254,3200688822,Công ty Cổ phần Điện gió Tân Linh,"Thôn Của, xã Hướng Tân, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1255,3200694985,Công ty Cổ phần Điện gió Thăng Long - Hướng Sơn 1,"Đường K2 – Khu công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1256,3200695107,Công ty Cổ phần Điện gió Thăng Long - Hướng Sơn 2,"Đường K2 – Khu công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1257,3200696238,Công ty Cổ phần Năng lượng MT6,"Thôn Tân Lịch, xã Gio Sơn, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1258,3200697915,Công ty Cổ phần Năng lượng Tái Tạo Gio Mỹ,"Thôn An Mỹ, xã Gio Mỹ, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1259,0401994334,Công ty Cổ phần Điện gió Phong Huy,"Số 56 Lê Duẩn, thị trấn Khe Sanh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1260,0401994327,Công ty Cổ phần Điện gió Phong Nguyên,"Số 1, Ngõ 23, Đường Hùng Vương, thị trấn Khe Sanh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1261,3200698468,Công ty Cổ phần Điện gió Phong Liệu,"Thôn Xa Lăng, xã Đa Krông, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1262,3200699951,Công ty Cổ phần Điện gió Licogi 16 Quảng Trị 2,"Đường Nguyễn Trung Trực, Khu phố 7, phường 3, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1263,3200699969,Công ty Cổ phần Điện gió Licogi 16 Quảng Trị 1,"Đường Nguyễn Trung Trực, Khu phố 7, phường 3, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1264,3200700325,Công ty Cổ phần Quang Năng Nam Phát,"Kiệt 02 đường Trương Công Kỉnh, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1265,3200705845,Công ty Cổ phần Điện gió Hướng Hiệp 1,"Số 8, đường Thân Nhân Trung, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1266,3200706768,Công ty Cổ phần Điện gió Hướng Linh 8,"Thôn Xa Bai, xã Hướng Linh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1267,3200650561,Công ty Cổ phần Điện gió Hướng Linh 2,"Thôn Cooc, xã Hướng Linh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1268,3200643518,Công ty Cổ phần Năng lượng Gio Thành,"Thôn Nhĩ Hạ, xã Gio Hải, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1269,3200706750,Công ty Cổ phần Điện gió Hướng Linh 7,"Thôn Xa Bai, xã Hướng Linh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1270,3200707659,Công ty Cổ phần Energy Kiều Thi Quảng Trị,"Số 68B đường Lê Duẩn, phường 2, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1271,3200708003,Công ty TNHH Long Hoàng Thiên,"Số 54/12 Nguyễn Trãi, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1272,3200708814,Công ty Cổ phần LIG - Hướng Hóa 1,"Số 45 đường Hồ Chí Minh Tây, Khối 1, thị trấn Khe Sanh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1273,3200708765,Công ty Cổ phần LIG - Hướng Hóa 2,"Số 37 đường Lý Thường Kiệt, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1274,3200708860,Công ty TNHH MTV Mặt Trời Đỏ,"Số 6A đường Võ Thị Sáu, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1275,3200708878,Công ty TNHH MTV Sunny Quảng Trị,"Số 10 đường Võ Thị Sáu, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1276,3200709864,Công ty Cổ phần Năng lượng Phương Nam,"KCN Quán Ngang, xã Gio Quang, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1277,3200710027,Công ty Cổ phần Điện gió Thành An,"Thôn Hà Thanh, xã Gio Châu, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1278,3200710108,Công ty Cổ phần Quỹ Đầu tư Israel,"Thôn Động Sỏi, xã Kim Thạch, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1279,3200710411,Công ty Cổ phần Điện gió Hướng Hiệp - THC,"Số 08, đường Thân Nhân Trung, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1280,3200710228,Công ty Cổ phần Điện gió Khe Sanh,"Thôn Tà Ri 2, xã Húc, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1281,3200710972,Công ty TNHH Vĩnh Đại Quảng Trị,"Số 10/139 Nguyễn Bỉnh Khiêm, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1282,3200711013,Công ty TNHH An Thái Quảng Trị,"Số 212 đường Lý Thường Kiệt, Khu phố 7, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1283,3200711165,Công ty Cổ phần Phong Điện Hải Anh - Quảng Trị,"Khu Đồi Chua, Khóm Ka Túp, thị trấn Lao Bảo, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1284,3200711447,Công ty TNHH Năng lượng xanh Trường Phú,"Số 02 Lê Thế Tiết, Khu phố 3, phường 2, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1285,3200711503,Công ty TNHH Đầu tư Năng lượng Rồng Việt,"Số 11A đường Nguyễn Quang Xá, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1286,3200711768,Công ty Cổ phần Năng lượng Trường Danh,"Thôn Hà Thanh, xã Gio Châu, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1287,3200711937,Công ty TNHH Năng lượng tái tạo Win - Solar,"156 Hàm Nghi, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1288,3200712218,Công ty Trách nhiệm hữu hạn Thôn Động Sỏi,"Thôn Động Sỏi, xã Kim Thạch, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1289,3200712225,Công ty Trách nhiệm hữu hạn Khu Phố Cát,"Thôn Động Sỏi, xã Kim Thạch, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1290,3200712930,Công ty TNHH New Energy Rồng Việt,"Số 15/17 đường Nguyễn Thị Lý, thị trấn Diên Sanh, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1291,3200712962,Công ty TNHH MTV Hồng Quân Solar,"01 Lê Hồng Phong, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1292,0316510374,Công ty Cổ phần Đầu tư Năng lượng Vĩnh Linh,"Khu phố 3, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1293,1101952568-001,Hệ Thống Điện mặt trời mái nhà QT 04,"Khu Công nghiệp Quán Ngang, xã Gio Quang, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1294,3200713596,Công ty Cổ phần Năng lượng Xanh Đakrông,"Thôn Xa Lăng, xã Đa Krông, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1295,3200714617,Công ty TNHH Bảo Nhi Phú Hưng,"Thôn Phú Hưng, xã Hải Phú, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1296,3200683126,Công ty Cổ phần Sơn Hải Thủy điện Quảng Trị,"Thôn Ta Liêng, xã Đa Krông, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1297,3200708130,Công ty Cổ phần Điện gió Tân Linh,"Thôn Của, xã Hướng Tân, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1298,3200708148,Công ty Cổ phần Điện gió Hướng Tân,"Thôn Của, xã Hướng Tân, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1299,3200711510,Công ty Cổ phần Điện gió Phong Huy,"Số 56 Lê Duẩn, thị trấn Khe Sanh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1300,3200711694,Công ty Cổ phần Điện gió Liên Lập,"Thôn Của, xã Hướng Tân, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1301,3200711704,Công ty Cổ phần Điện gió Phong Nguyên,"Số 1, Ngõ 23, Đường Hùng Vương, thị trấn Khe Sanh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1302,3200714511,Thầu Dự Án Nhà Máy Điện gió Hướng Linh 3 tại Quảng Trị,"Thôn Cooc, xã Hướng Linh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1303,3200710355,Công ty TNHH Một thành viên Điện mặt trời Quảng Trị,"Thôn Nhĩ Hạ, xã Gio Hải, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1304,3200714790,"Chunjo Corporation Co., Ltd.","Tiểu khu 693 RPH, xã Tân Thành, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1305,3200714624,"Chunjo Corporation Co., Ltd.","Tiểu khu 692 RPH, xã Tân Thành, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1306,3200718594,Công ty TNHH Năng lượng xanh Lộc Phát Quảng Trị,"Số nhà 43/2 Nguyễn Trãi, Khu phố 8, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1307,3200718731,Công ty CP Tư vấn Xây dựng và Năng lượng Hoàng Bá,"Thôn Trà Trì Phú, xã Hải Hưng, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1308,3200711091,Công ty TNHH Thành Cổ Quảng Trị,"Thôn Động Sỏi, xã Kim Thạch, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1309,3200193178,Công ty Cổ phần Thiên Tân,"Khu phố 7, phường 3, TP Đông Hà, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1310,3200264157,Công ty Cổ phần Bia Hà Nội-Quảng Trị,"Đường RD6 - Khu Công nghiệp Quán Ngang, xã Gio Quang, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1311,3200193178-002,Chi nhánh Xí nghiệp Xây dựng Công trình - Công ty Cổ phần Thiên Tân,"Cụm Công Nghiệp Cam Hiếu, xã Cam Hiếu, huyện Cam Lộ, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1312,3200193178-001,Chi nhánh Xí nghiệp Sản xuất Vật liệu Xây dựng - Công ty Cổ phần Thiên Tân,"Số 124 đường Lê Duẩn, phường 1, thị xã Quảng Trị, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1313,1800590430-003,Công ty Thủy điện Quảng Trị - Chi nhánh Tổng Công ty Phát điện 2 - Công ty Cổ phần,"Khu phố 8, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1314,3200193178-004,Chi nhánh Xí nghiệp Khai thác đá Tân Lâm - Công ty Cổ phần Thiên Tân,"Thôn Thượng Lâm, xã Cam Thành, huyện Cam Lộ, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1315,3200193178-005,Chi nhánh Công ty Cổ phần Thiên Tân - Xí nghiệp chế biến đá xây dựng,"Thôn Thượng Lâm, xã Cam Thành, huyện Cam Lộ, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1316,3200590859,Công ty Cổ phần Bia Hà Nội - Quảng Trị,"Đường RD6 - Khu Công nghiệp Quán Ngang, xã Gio Quang, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1317,3200042517,Công ty Cổ phần Xuất nhập khẩu Quảng Trị,"18 Lê Lợi, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1318,3200041739,Công ty Cổ phần Du lịch Mê Kông,"Số 66 đường Lê Duẩn, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1319,3200144029,Công ty Cổ phần Dịch vụ Vận tải Ô tô Quảng Trị,"Số 49 đường Lý Thường Kiệt, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1320,3200133771,Công ty Cổ phần Bắc Trung Bộ,"Km 4, tỉnh lộ 571 Cụm công nghiệp làng nghề Bắc Hồ Xá, xã Vĩnh Long, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1321,3200139205,Công ty Cổ phần Đầu tư và Dịch vụ Thương mại Du lịch Cửa Tùng,"Khu phố Hòa Lý, thị trấn Cửa Tùng, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1322,3200179127,Công ty Cổ phần Vật tư kỹ thuật nông nghiệp Tỉnh Quảng Trị,"Số 262 Lê Duẩn, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1323,3200193139,Công ty Cổ phần Đầu tư và Phát triển cơ sở hạ tầng Quảng Trị,"Số 53 Lê Lợi, phường 5, TP Đông Hà, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1324,3200193146,Công ty Cổ phần Cà Phê Khe Sanh,"Km 20, Quốc lộ 9, xã Cam Thành, huyện Cam Lộ, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1325,3200135169,Công ty Cổ phần sách và thiết bị trường học Quảng Trị,"Số 51 Lê Lợi, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1326,3200201291,Công ty Cổ phần Kadico,"659 Lê Duẫn, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1327,3200232074,Công ty Cổ phần Cát Hưng Thịnh,"Số 162 Lý Thường Kiệt, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1328,3200238439,Công Ty Cổ phần Đầu tư Hiệp Thành - Lao Bảo,"Thị trấn Lao Bảo, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1329,3200263410,Công ty Cổ phần Thương mại và Xuất nhập khẩu Việt Hồng Chinh,"Tầng 2 số 08, Đường Phan Chu Trinh, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1330,3200283551,Công ty Cổ phần Đầu tư Cao Su S.G.S,"Khu công nghiệp nam Đông hà, phường Đông lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1331,3200382009,Công ty Cổ phần Bệnh viện Đa khoa Khải Hoàn,"Số 27 Lê Qúy Đôn, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1332,3200193146-001,CN Công ty CP Nông sản Tân Lâm tại Hướng Hóa,"Khóm 1 Thị trấn Khe Sanh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1333,3200135169-001,Cửa Hàng Sách Văn Hoá Phẩm và Thiết Bị Trường Học,"25 Trần Hưng Đạo, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1334,3200040982,Công ty Cổ phần Minh Hưng Quảng Trị,"Km 8, Quốc lộ 9, phường 4, TP Đông Hà, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1335,3200040982-002,Xí nghiệp Gạch ngói Tuy Nen Đông Hà,"KM 7  quốc lộ 9 phường 4, TP Đông Hà, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1336,3200040982-005,XN Chế biến xuất nhập khẩu Thủy sản Cửa Việt,"Triệu an, huyện Triệu Phong, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1337,3200152132,Công ty Cổ phần Du lịch Quảng Trị,"Số 68 Trần Hưng Đạo, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1338,3200567578,Công ty Cổ phần Triệu An Quảng Trị,"Khu phố 4, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1339,3200567761,Công ty Cổ phần Kiến Trúc Vương Gia,"09 Võ Thị Sáu, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1340,3200568395,Công ty Cổ phần Núi Rồng Quảng Trị,"Cụm sản xuất công nghiệp tập trung Tây Bắc Lao Bảo, Khóm Tru, thị trấn Lao Bảo, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1341,3200568282,Công ty Cổ phần Tuấn Lộc Quảng Trị,"Khu Công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1342,3200574409,Công ty Cổ phần May Quảng Trị,"Số 79 đường Lê Duẩn, phường 1, thị xã Quảng Trị, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1343,3200152132-004,Chi nhánh Công ty Cổ phần Du lịch Quảng Trị,"68 Trần Hưng Đạo, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1344,3200591468,Công ty Cổ phần Đầu tư Quảng Việt,"Khu Công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1345,3200596219,Công ty Cổ phần Xây dựng Viễn Thông Việt Nam,"Khu Công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1346,3200599139,Công ty Cổ phần Lộc Thiên Phú Quảng Trị,"Cụm Công nghiệp Hải Chánh, xã Hải Chánh, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1347,3200615373,Công ty Cổ phần Đầu tư Xăng dầu Việt Lào,"Km 5 + 400, Đường Điện Biên Phủ, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1348,3200628333,Doanh nghiệp tư nhân Xây dựng HQ 379 Quảng Trị,"37 Lý Thường Kiệt, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1349,3200633950,Công ty TNHH Vinadi,"Khu phố 3, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1350,3200643081,Công ty Trách nhiệm hữu hạn Đầu tư Xây dựng Tổng hợp Tấn Phát,"66/7A Nguyễn Du, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1351,3200643123,Công ty Cổ phần Đầu tư Công nghệ Môi Trường GFC,"Số nhà 47 Tôn Thất Tùng, Khu phố 3, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1352,3200643719,Công ty Cổ phần Đầu tư Nguyễn Trần Plus,"Số 25 đường Phạm Đình Hổ, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1353,3200647537,Công ty Trách nhiệm hữu hạn Xây dựng Thương mại và Dịch vụ Thiên Mai,"Thôn Tăng Cô, xã A Túc (hết hiệu lực), huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1354,3200658465,Công ty Cổ phần Đại Phước Quang,"Số 162 Trần Hưng Đạo, phường 3, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1355,3200658514,Công ty Trách nhiệm hữu hạn Heh,"Tầng 3, Tòa nhà 242 Quốc lộ 9, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1356,3200661108,Công ty TNHH Xây dựng và Thương mại Hiệp Hoàng Phát,"Km 11, Quốc Lộ 9, Thôn Tân Trúc, xã Cam Hiếu, huyện Cam Lộ, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1357,3200662006,Công ty Cổ phần KLG,"Thôn Kim Giao, xã Hải Dương, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1358,3200667212,Công ty TNHH MTV Thành Quang Vinh,"Thôn Tân Sơn, xã Tân Lập, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1359,3200667484,Công ty Cổ phần SHT Quảng Trị,"184 Quốc Lộ 9, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1360,3200669925,Công ty TNHH Một thành viên Xây dựng Miền Trung Quảng Trị,"Kiệt 169 Hàm Nghi, Khu phố 10, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1361,3200686310,Công ty TNHH Đại Hoàng Anh Bến Quan,"Khóm 11, thị trấn Bến Quan, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1362,3200041048,Công ty Xăng Dầu Quảng Trị,"Số 02 Lê Lợi, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1363,0400100545-006,Chi nhánh Công ty Cổ phần Xây Lắp Thành An 96 tại Quảng Trị,"Số 34 đường Nguyễn Du, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1364,3200642377,Công ty TNHH Xây dựng Thủy điện Đakrông,"Thôn TaLiêng, xã Đa Krông, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1365,1000336805-012,Chi nhánh Công ty TNHH Vận tải Thuỷ Bộ Hải Hà tại Quảng Trị,"Số 3 Lương Định Của, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1366,5500600660-001,Chi nhánh Công ty TNHH Khoáng sản Bảo Ngọc Tây Bắc tại Quảng Trị,"Thôn Xuân Lâm, xã Triệu Nguyên, huyện Đa Krông, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1367,3200042669,Công ty Cổ phần Khoáng sản Quảng Trị,"Đường Nguyễn Du, thị trấn Hồ Xá, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1368,3200042161,Công ty Cổ phần Tân Hưng,"Km 753 Quốc Lộ 1A, xã Thanh An, huyện Cam Lộ, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1369,3200041376,Công ty Cổ phần Gạch ngói Quảng Trị,"Km 10 Quốc lộ 9, xã Cam Hiếu, huyện Cam Lộ, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1370,3200100303,Công ty Trách nhiệm hữu hạn Minh Hưng,"Số 46 đường Lê Duẩn, phường 1, TP Đông Hà, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
