ID,MST,Ten_NNT,Dia_chi,CQT
1489,3301194153-001,Công ty Cổ phần Phước Hiệp Thành Chi nhánh Quảng Trị,"Lô số 02, Cụm Công nghiệp Diên Sanh, thị trấn Diên Sanh, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1490,3200692018,Công ty Cổ phần Bc Smart Quảng Trị,"Số 81, đường  Lê Lợi, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1491,3200696301,Công ty Cổ phần HD Nam Phát,"Khu công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1492,3200696421,Công ty Cổ phần Merlion Việt Nam,"Số 109 Nguyễn Huệ, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1493,3200696781,Công ty TNHH Tổng hợp May Phúc Thịnh,"Khu phố 6, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1494,3200696830,Công ty Cổ phần Nhà Phố ĐH,"136B, Đường Hàm Nghi, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1495,3200698080,Công ty TNHH Van Com,"28 Lý Thường Kiệt, phường 1, thị xã Quảng Trị, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1496,3200698115,Công ty TNHH MTV Nhật Phú Quý,"Khóm 2, thị trấn Bến Quan, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1497,0108705686-013,Chi nhánh Công ty Cổ phần Sơn và Hóa chất Tân Á Đại Thành tại Quảng Trị,"Số 494A - Lê Duẩn, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1498,0315661606-017,Chi nhánh Công ty Cổ phần Nhựa Tân Á Đại Thành tại Quảng Trị,"Số 494A, Lê Duẩn, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1499,3200699990,Công ty Cổ phần Toàn Minh Miền Trung,"36/3 Ông Ích Khiêm, Khu Phố 1, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1500,3200700004,Công ty Cổ phần Đầu tư và Phát triển Cửa Việt,"Số 32 đường Phan Đình Phùng, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1501,0108705661-017,Chi nhánh Công ty Cổ phần Công nghệ và Giải Pháp Nước Tân Á Đại Thành tại Quảng Trị,"494A Lê Duẩn,, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1502,3301661859-001,Chi nhánh Công ty TNHH Một thành viên Thương mại và Xây dựng Tấn Hoàng tại Quảng Trị,"Kiệt 13 Đặng Thái Thân, Khu phố 11, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1503,1100632491-001,Văn phòng đại diện Công ty TNHH Bệnh viện đa khoa tư nhân Long An Segaero,"Thôn Tân Xuân 2, xã Cam Thành, huyện Cam Lộ, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1504,3200269109,Công ty Cổ phần Bình Điền-Quảng Trị,"Lô 22 Khu công nghiệp Quán Ngang, xã Gio Châu, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1505,3600224423-037,Công ty Cổ phần Chăn Nuôi C.P Việt Nam - Chi nhánh Quảng Trị,"Hải Ba, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1506,4000286148-003,CN Cty X L Điện Quảng Nam tại Quảng Trị,"07 Nguyễn Công Trứ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1507,3200134983-001,Chi nhánh Công ty Cổ phần Bốn Phương,"145 Quốc lộ 9, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1508,3300101011-001,Chi nhánh Công ty Cổ phần Xây dựng - Giao thông Thừa Thiên Huế tại Quảng Trị,"Lô 12, Đường Quốc lộ 9D, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1509,0311609355-043,Chi nhánh Công ty Cổ phần Bán lẻ kỹ thuật số FPT tại Quảng Trị,"Số 21 Hùng Vương, Khu Phố 8, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1510,3200591267,Công ty Cổ phần May và Thương mại Gio Linh,"Khu Công nghiệp Quán Ngang, xã Gio Quang, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1511,3100177623-006,Chi nhánh Công ty Cổ phần Xây dựng Trường Xuân,"38 Phan Chu Trinh, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1512,3200639127,Công ty Cổ phần Đầu tư Quốc tế Venus Quảng Trị,"Số 67 đường Hùng Vương, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1513,3100195171-010,Chi nhánh Công ty Cổ phần Tập đoàn Trường Thịnh tại tỉnh Quảng Trị,"Km 763+800, xã Triệu Giang, huyện Triệu Phong, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1514,3200642842,Công ty Cổ phần May Cam Lộ,"Khu phố 2, thị trấn Cam Lộ, huyện Cam Lộ, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1515,0314125225-003,Công ty Cổ phần Kapal Việt Nam Chi nhánh Quảng Trị,"Số nhà 485 Lê Duẩn, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1516,0101344790-038,Chi nhánh Công ty Cổ phần Thương mại và Chuyển phát nhanh Nội Bài tại tỉnh Quảng Trị,"Khu dân cư Phạm Hồng Thái, Khu phố Trung Chỉ, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1517,3600224423-106,Công ty Cổ phần Chăn Nuôi C.P. Việt Nam - Chi nhánh 2 tại Quảng Trị,"Số nhà 96, Đường Thành Cổ, Khu Phố 6, phường 3, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1518,0100365621-026,Chi nhánh Công ty Cổ phần Tập đoàn vàng Bạc Đá Quý Doji tại Quảng Trị,"Số 10 Hùng Vương, Khu phố 8, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1519,3100126555-015,Công ty Cổ phần Tổng Công ty Sông Gianh - Chi nhánh tại Quảng Trị,"Thôn Mai Đàn, xã Hải Lâm, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1520,0401511308-001,Công ty TNHH Một thành viên Liên Việt Door - Chi nhánh Đông Hà,"Số 36 Bùi Thị Xuân, phường 2, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1521,0401873040-001,Chi nhánh Công ty TNHH MTV Phú Nhật Thăng - tại Quảng Trị,"Số 147 Lý Thường Kiệt, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1522,0108705693-030,Chi nhánh Công ty Cổ phần Kim khí và Gia dụng Tân Á Đại Thành tại Quảng Trị,"Số 494A - Lê Duẩn, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1523,0104918404-070,Chi nhánh Quảng Trị - Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,"35 Hùng Vương, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1524,0309132354-037,Chi nhánh Công ty Cổ phần Việt Tinh Anh tại Quảng Trị,"Số 12 đường Hùng Vương, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1525,3400379518-004,Chi nhánh Công ty TNHH Thương mại & Sản xuất Quản Trung tại Quảng Trị,"48 Nguyễn Huệ, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1526,3200700117,Công ty Cổ phần Pax International-Gold-Quảng Trị,"32 Phan Đình Phùng, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1527,3200700131,Công ty Cổ phần Năng lượng Xanh Quảng Trị,"Đường Huyền Trân Công Chúa, thị trấn Hồ Xá, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1528,3200700195,Công ty Cổ phần Đầu tư và Phát triển Du lịch Sa Mù Hill,"27 Lê Thế Tiết, thị trấn Lao Bảo, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1529,3200700205,Công ty Cổ phần Thương mại và Xuất nhập khẩu Cửa Tùng,"Thôn Hiền Lương, xã Hiền Thành, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1530,0311609355-145,Chi nhánh Công ty Cổ phần Bán lẻ kỹ thuật số FPT Tại Đà Nẵng - Trung tâm bán lẻ 11 Trần Hưng Đạo,"Số 11 Trần Hưng Đạo, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1531,0311609355-146,CN Công ty Cổ phần Bán lẻ kỹ thuật số FPT Tại Đà Nẵng - Trung tâm bán lẻ 36 Lê Duẩn - Quảng Trị,"Số 36 Lê Duẩn, Khóm Hữu Nghị, thị trấn Hồ Xá, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1532,0311609355-147,CN Công ty Cổ phần Bán lẻ kỹ thuật số FPT Tại Đà Nẵng - Trung tâm bán lẻ 21 Hùng Vương - Quảng Trị,"số 21 Hùng Vương, Khu phố 8, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1533,0311609355-148,Chi nhánh Công ty Cổ phần Bán lẻ kỹ thuật số FPT Tại Đà Nẳng - Trung tâm bán lẻ 122 -124 Quốc Lộ 9B,"Số 122-124 Quốc Lộ 9B, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1534,3200700759,Công ty Cổ phần Apec Quảng Trị,"Số 38 Phan Bội Châu, phường 1, thị xã Quảng Trị, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1535,3200703904,Công ty Cổ phần Xây dựng Thương mại và Dịch vụ Vinacoco,"Số nhà 25, đường Lê Hồng Phong, Khu phố 3, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1536,3200710098,Công ty Cổ phần Tozen Việt Nam,"Khu Công nghiệp Quán Ngang, xã Gio Quang, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1537,3200710203,Công ty TNHH Năng lượng Sạch Quảng Trị,"Khu phố 11, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1538,3200710235,Công ty Cổ phần Đầu tư bất động sản Lộc Phát Land,"Số 12 Đào Duy Từ, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1539,3200710330,Công ty TNHH HMH Global,"Số nhà 21 đường Nguyễn Hoàng, Khu phố 1, phường 1, thị xã Quảng Trị, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1540,0102516308-030,Chi nhánh Công ty Cổ phần Mediamart Việt Nam tại Quảng Trị,"Khu phố 8, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1541,3200710443,Công ty TNHH Phúc Vạn Tiến,"Khu phố 8, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1542,3200710531,Công ty Trách nhiệm hữu hạn Một thành viên cấp nước Hải Sơn,"Thôn Long Hưng, xã Hải Phú, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1543,3200707786,Công ty TNHH Sản xuất và Thương mại Lê An Phát,"Thôn Hà Lương, xã Ba Lòng, huyện Đa Krông, tỉnh Quảng Trị",Đội Thuế liên huyện Hướng Hóa - Đakrông
1544,3200710556,Công ty TNHH MTV Phát triển Thương mại và Logistics Trực Phương Đại Quảng Trị,"Số nhà 106 đường Nguyễn Thái Học, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1545,3200710595,Công ty TNHH Quang Thịnh Phát Quảng Trị,"Tân Tài, xã Tân Lập, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1546,4000354775-006,Công ty Cổ phần Gas Miền Trung Chi nhánh Quảng Trị,"Khu Công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1547,3200710926,Công ty TNHH MTV Halona Quảng Trị,"Đường Nguyễn Hoàng, Khu phố 7, thị trấn Cửa Việt, huyện Gio Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1548,3200596265,Công ty Cổ phần Chăn Nuôi C.P. Việt Nam - Chi nhánh Quảng Trị,"Hải Ba, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1549,3600252847-073,Chi nhánh Quảng Trị - Công ty Cổ phần Ôtô Trường Hải,"Quốc lộ 1, Thôn Phước Mỹ, xã Triệu Giang, huyện Triệu Phong, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1550,0108926276-047,Chi nhánh Quảng Trị - Công ty TNHH Kinh doanh Thương mại và Dịch vụ Vinfast,"90 Hùng Vương, Khu phố 4, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1551,3200597653,Công ty Cổ phần Kim Sơn Quảng Trị,"Số 258 Lê Duẩn, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1552,3200150858,Công ty Trách nhiệm hữu hạn Kim Sơn,"Số 258 Lê Duẩn, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1553,3200114754,Công ty Trách nhiệm hữu hạn Nhật Tín,"Số nhà 405 đường Lê Duẫn, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1554,3200165533,Công ty Trách nhiệm hữu hạn Một thành viên Vật Liệu Xây dựng Tổng hợp Hoàng Yến,"Khu phố 1, phường Đông Giang, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1555,3200178412,Công ty TNHH Xuất nhập khẩu Hoàng Nam Tiến,"Số 47 Tôn Thất Thuyết, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1556,3200266556,Công ty TNHH Một thành viên Phước Hưng,"Số 83 Hàm Nghi, Khu phố 5, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1557,3200271348,Công ty Trách nhiệm hữu hạn Thương mại Dịch vụ Tâm Tâm,"Số 24 Tôn Thất Thuyết, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1558,3200284971,Công ty Trách nhiệm hữu hạn Một thành viên Hiếu Giang,"06 Bùi Thị Xuân, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1559,3200290559,Công ty Trách nhiệm hữu hạn Một thành viên Thái Gia Vượng,"Kiệt 20/1 Nguyễn Trãi, khu phố 9, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1560,3200305117,Công ty Cổ phần Mười Thương,"190 Quốc lộ 1A, Đông thanh, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1561,3200354731,Công ty Trách nhiệm hữu hạn Một thành viên Hưng Hùng,"Số 49/19 Lê Quý Đôn, khu phố 1, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1562,0100233583-036,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng - Chi nhánh Quảng Trị,"Số 38 Quốc Lộ 9B, Khu Phố 8, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1563,3200271348-002,Chi nhánh Công ty TNHH Thương mại Dịch vụ Tâm Tâm,"Thôn Long Hợp, Xã Tân Long, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1564,3200144646-001,Chi nhánh Công ty TNHH Trung Dũng Tại Khu Thương mại Lao Bảo,"Thôn Tân Hữu, xã Tân Liên, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1565,3200102050-001,Chi nhánh Công ty TNHH Thương mại Số 1-Nhà máy kim cơ khí Đoàn Luyến,"Khu công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1566,0100283873-056,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Quảng Trị,"Số 134 Quốc lộ 9, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1567,3200512547,Công ty Trách nhiệm hữu hạn Một thành viên Tuấn Hương Quảng Trị,"Số 47 Lê Thế Hiếu, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1568,3200534050,Công ty TNHH Một thành viên Gia La Vi,"Số 14 Đoàn Khuê, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1569,3200536523,Công ty Trách nhiệm hữu hạn MTV Bình An Hiếu,"Số 28 Hải Thượng Lãn ông, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1570,3200478769,Công ty Trách nhiệm hữu hạn Một thành viên Xuân Anh,"Số 86 Hàm Nghi, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1571,3200102050,Công ty Trách nhiệm hữu hạn Thương mại Số 1,"Số 103 đường Lê Duẩn,, phường 2, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1572,3200536516,Công ty Trách nhiệm hữu hạn Một thành viên Thành Phong Quảng Trị,"Đường Điện Biên Phủ (9D), phường 4, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1573,0100111948-076,Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Quảng Trị,"236 Hùng Vương, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1574,0100150619-034,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Trị,"Số 24 đường Hùng Vương, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1575,0100112437-077,Ngân hàng Thương mại Cổ phần Ngoại Thương Việt Nam - Chi nhánh Quảng Trị,"Số 34 Hùng Vương, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1576,0301103908-028,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Quảng Trị,"43 Trần Hưng Đạo, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1577,3200144646,Công ty Trách nhiệm hữu hạn Xây dựng Trung Dũng,"Số 21 Lê Hồng Phong, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1578,3200102050-002,Chi nhánh Công ty Trách nhiệm hữu hạn Thương mại Số 1- Nhà máy sản xuất tấm lợp Tấn Phát Tâm Châu,"Khu Công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1579,3200574857,Công ty Trách nhiệm hữu hạn Nguyên Liệu Giấy Quảng Trị,"Thôn Thượng Xá, xã Hải Thượng, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1580,3200144646-002,Chi nhánh Số 2 Công ty TNHH Xây dựng Trung Dũng,"Thôn Tân Hữu, xã Tân Liên, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1581,3200625727,Công ty CP Kiến trúc T'Home,"Số 26 Lê Lợi, Khu phố 2, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1582,3200630942,Công ty Trách nhiệm hữu hạn ICT Gia Thạnh,"Số 22 Tôn Thất Thuyết, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1583,3200631093,Công ty Trách nhiệm hữu hạn Ngọc Vân - Thái Lan,"Khóm Vĩnh Đông, thị trấn Lao Bảo, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1584,3200638469,Công ty TNHH Một thành viên Đức Phát Quảng Trị,"Số 110 đường Huỳnh Thúc Kháng, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1585,3200657983,Công ty Trách nhiệm hữu hạn Một thành viên BKX Vina,"Khu đô thị Bắc Nguyễn Huệ, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1586,3200662655,Công ty TNHH Đức Mạnh Quảng Trị,"Số 98 Lê Lợi, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1587,3200677669,Công ty TNHH MTV Khh Global,"87 Lý Thường Kiệt - Khu phố 2, phường 1, thị xã Quảng Trị, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1588,3200679465,Công ty TNHH MTV Gia Huy Quảng Trị,"Số 211 Trần Hưng Đạo, phường 1, thị xã Quảng Trị, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1589,0102180545-016,Công ty Tài chính TNHH Ngân hàng Việt Nam Thịnh Vượng SMBC - Văn phòng đại diện tại Quảng Trị,"Số 176 Lê Duẩn, Khu Phố 2, phường Đông Lễ, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1590,3200704376,Công ty TNHH MTV Xây dựng Thương mại Hoàng Yến,"20/5 Nguyễn Trãi, khu phố 9, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1591,3200704601,Công ty TNHH Trung tâm Giáo Dục Quốc Tế Golden Path,"Số 27 đường Duy Tân, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1592,3200704552,Công ty TNHH Mẹ Milk,"Kiệt 95/15 Nguyễn Chí Thanh, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1593,3200710997,Công ty Cổ phần Tư vấn và Nội thất Skyline,"86 Hoàng Diệu, Khu phố 1, phường Đông Giang, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1594,3200150858-001,CN Công ty TNHH Kim Sơn Tại Khu Thương mại Lao Bảo,"Thị trấn lao bảo, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1595,3200718636,Công ty TNHH MTV LB Tâm Minh Tiến,"Thôn Mã Lai, xã Hướng Phùng, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1596,3200677669-001,Văn phòng đại diện Công ty TNHH MTV KHH Global,"228 Lê Duẩn, thị trấn ái Tử, huyện Triệu Phong, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1597,3200040693,Công ty Cổ phần Quản lý và Xây dựng đường bộ Quảng Trị,"Km 752 + 600 Quốc Lộ 1A, xã Thanh An, huyện Cam Lộ, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1598,3200146241,Công ty Trách nhiệm hữu hạn Một thành viên Vĩnh Thảo,"Số 38/45 Tôn Thất Thuyết, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1599,3200140539,Công ty Trách nhiệm hữu hạn Trung Sơn,"Số 292 Lê Duẩn, phường Đông Giang, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1600,3200243573,Công ty Trách nhiệm hữu hạn Đào Hùng,"Khóm Trung Chín, thị trấn Lao Bảo, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1601,3200264044,Công ty Trách nhiệm hữu hạn Một thành viên Thanh Nga,"Số 145 Lê Duẩn, phường Đông Thanh, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1602,3200275952,Công ty Trách nhiệm hữu hạn Thương mại và Dịch vụ Kim Sen,"Số 217 đường Lê Duẩn, phường 2, TP Đông Hà, tỉnh Quảng Trị",Đội Thuế liên huyện Đông Hà - Cam Lộ
1604,3200410270,Công ty Trách nhiệm hữu hạn Một thành viên Bảo Cường,"115 Lê Duẩn, thị trấn Khe Sanh, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1605,0101066342-004,Chi nhánh Công ty TNHH Thương mại và Dịch vụ Hoa Hồng,"Số nhà 80 Đường 9, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1606,0400396395-001,Chi nhánh Công ty Trách nhiệm hữu hạn Nhân Phước tại Quảng Trị.,"Số 228 Quốc lộ 1A, phường Đông Giang, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1607,3200691374,Công ty TNHH MTV An Hải Nhiên,"Thôn Nại Cửu, xã Tân Thành, huyện Hướng Hoá, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1608,0100686209-122,Mobifone tỉnh Quảng Trị - Công ty Dịch vụ Mobifone Khu vực 3 - Chi nhánh Tổng Công ty Viễn Thông Mob,"Số 211 Quốc lộ 9, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1609,3200108729-003,Chi nhánh Công ty Trách nhiệm hữu hạn Thành Hưng - Nhà máy chế biến gỗ dăm Cam Lộ,"Cụm công nghiệp Cam Thành, xã Cam Thành, huyện Cam Lộ, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1610,6300048638-072,Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt - Chi nhánh Quảng Trị,"Số 72 Quốc lộ 9, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1611,3200146379,Công ty Trách nhiệm hữu hạn Xây dựng và Phát triển Nông thôn Quảng Trị,"Số 34 đường Trịnh Hoài Đức, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1612,0400349194-006,Chi nhánh Tư vấn Đầu tư và Xây dựng tại Quảng Trị - Công ty Cổ phần Tư vấn Đầu tư và Xây dựng,"Số 63 đường Hùng Vương, phường 1, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1613,3200140539-002,Chi nhánh Công ty TNHH Trung Sơn,"Số 120 Lê Duẩn, thị trấn Hồ Xá, huyện Vĩnh Linh, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1614,3300338148-002,Chi nhánh Công ty TNHH Thanh Trang,"Số 394 Lê Duẩn, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1615,4000462724-003,Chi nhánh Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,"Khu công nghiệp Nam Đông Hà, phường Đông Lương, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1616,0304995318-001,Chi nhánh Công ty Cổ phần Quốc Tế Phong Phú Nhà Máy May Xuất khẩu Phong Phú - Quảng Trị,"Cụm Công nghiệp và Tiểu thủ công nghiệp Diên Sanh, thị trấn Diên Sanh, huyện Hải Lăng, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
1617,3200471989,Công ty TNHH Một thành viên Lý Gia Thành,"Số 78 Trần Phú, phường 5, TP Đông Hà, tỉnh Quảng Trị",Chi cục Thuế khu vực XI
